association,country,name,type,tier,cup_rank,gender,age_group,status,notes,logo_filename
UEFA,Bulgaria,Superkupa na Bulgarija,cup,,Super Cup,Men,Senior,,,bulgaria_superkupa_na_bulgarija.png
UEFA,Croatia,HR Nogometni Superkup,cup,,Super Cup,Men,Senior,,,croatia_hr_nogometni_superkup.png
UEFA,Cyprus,Super Cup,cup,,Super Cup,Men,Senior,,,cyprus_ltv_super_cup.png
UEFA,Czechia,Superpohár,cup,,Super Cup,Men,Senior,,,czechia_synot_tip_superpohar.png
UEFA,England,FA Community Shield,cup,,Super Cup,Men,Senior,,,england_fa_community_shield.png
UEFA,Estonia,Superkarikas,cup,,Super Cup,Men,Senior,,,estonia_superkarikas.png
UEFA,Faroe Islands,Stórsteypadystur,cup,,Super Cup,Men,Senior,,,faroe_islands_storsteypadystur.png
UEFA,France,Trophée des Champions,cup,,Super Cup,Men,Senior,,,france_trophee_des_champions.png
UEFA,France,Trophée des Championnes,cup,,Super Cup,Women,Senior,,,france_trophee_des_championnes.png
UEFA,Georgia,Georgian Super Cup,cup,,Super Cup,Men,Senior,,,georgia_georgian_super_cup.png
UEFA,Germany,Franz Beckenbauer Supercup,cup,,Super Cup,Men,Senior,,,germany_franz_beckenbauer_supercup.png
UEFA,Greece,Souper Kap Ellados,cup,,Super Cup,Men,Senior,defunct,,greece_souper_kap_ellados.png
UEFA,Hungary,Szuperkupa,cup,,Super Cup,Men,Senior,,,hungary_szuperkupa.png
UEFA,Iceland,Meistarakeppni,cup,,Super Cup,Men,Senior,,,iceland_meistarakeppni.png
UEFA,Israel,Super Cup,cup,,Super Cup,Men,Senior,,,israel_super_cup.png
UEFA,Italy,Supercoppa,cup,,Super Cup,Men,Senior,,,italy_supercoppa.png
UEFA,Kazakhstan,Superkubok Kazahstana,cup,,Super Cup,Men,Senior,,,kazakhstan_superkubok_kazahstana.png
UEFA,Lithuania,LFF Supertaurė,cup,,Super Cup,Men,Senior,,,lithuania_lff_supertaure.png
UEFA,Malta,Super Cup,cup,,Super Cup,Men,Senior,,,malta_super_cup.png
UEFA,Moldova,Supercupa Moldovei,cup,,Super Cup,Men,Senior,,,moldova_supercupa_moldovei.png
UEFA,Netherlands,Johan Cruijff Schaal,cup,,Super Cup,Men,Senior,,,netherlands_johan_cruijff_schaal.png
UEFA,North Macedonia,Superkup na Makedoniјa,cup,,Super Cup,Men,Senior,,,north_macedonia_superkup_na_makedonia.png
UEFA,Poland,Superpuchar Polski,cup,,Super Cup,Men,Senior,,,poland_superpuchar_polski.png
UEFA,Portugal,Supertaça Cândido de Oliveira,cup,,Super Cup,Men,Senior,,,portugal_supertaca_candido_de_oliveira.png
UEFA,Portugal,Supertaça Feminina de Futbol,cup,,Super Cup,Women,Senior,,,portugal_supertaca_feminina_de_futbol.png
UEFA,Republic of Ireland,FAI President's Cup,cup,,Super Cup,Men,Senior,,,republic_of_ireland_fai_president_s_cup.png
UEFA,Romania,Supercupa României,cup,,Super Cup,Men,Senior,,,romania_supercupa_romaniei.png
UEFA,Russia,Russian Super Cup,cup,,Super Cup,Men,Senior,,,russia_russian_super_cup.png
UEFA,San Marino,Supercoppa,cup,,Super Cup,Men,Senior,,,san_marino_supercoppa.png
UEFA,Slovakia,Slovenský Superpohár,cup,,Super Cup,Men,Senior,,,slovakia_slovensky_superpohar.png
UEFA,Slovenia,Superpokal,cup,,Super Cup,Men,Senior,,,slovenia_superpokal.png
UEFA,Spain,Supercopa de España,cup,,Super Cup,Men,Senior,,,spain_supercopa_de_espana.png
UEFA,Sweden,Svenska Supercupen,cup,,Super Cup,Men,Senior,,,sweden_svenska_supercupen.png
UEFA,Türkiye,TFF Süper Kupa,cup,,Super Cup,Men,Senior,,,turkiye_tff_super_kupa.png
UEFA,Ukraine,Superkubok Ukrainy,cup,,Super Cup,Men,Senior,,,ukraine_superkubok_ukrainy.png
UEFA,Albania,Kategoria Superiore,league,1st-tier,,Men,Senior,,,albania_kategoria_superiore.png
UEFA,Albania,Kategoria e parë,league,2nd-tier,,Men,Senior,,,albania_kategoria_e_pare.png
UEFA,Albania,Kategoria e Dytë,league,3rd-tier,,Men,Senior,,,albania_kategoria_e_dyte.png
UEFA,Albania,Kategoria e Tretë,league,4th-tier,,Men,Senior,,,albania_kategoria_e_trete.png
UEFA,Albania,U 19 superiore,league,1st-tier,,Men,Youth,,,albania_u_19_superiore.png
UEFA,Albania,U 17 superiore,league,1st-tier,,Men,Youth,,,albania_u_17_superiore.png
UEFA,Andorra,Primera Divisió,league,1st-tier,,Men,Senior,,,andorra_primera_divisio.png
UEFA,Andorra,Segona Divisió,league,2nd-tier,,Men,Senior,,,andorra_segona_divisio.png
UEFA,Armenia,Premier League,league,1st-tier,,Men,Senior,,,armenia_premier_league.png
UEFA,Armenia,First Division,league,2nd-tier,,Men,Senior,,,armenia_first_division.png
UEFA,Austria,Bundesliga,league,1st-tier,,Men,Senior,,,austria_bundesliga.png
UEFA,Austria,2. Liga,league,2nd-tier,,Men,Senior,,,austria_2_liga.png
UEFA,Austria,Regionalliga West,league,3rd-tier,,Men,Senior,,,austria_regionalliga.png
UEFA,Austria,Regionalliga Mitte,league,3rd-tier,,Men,Senior,,,austria_regionalliga.png
UEFA,Austria,Regionalliga Ost,league,3rd-tier,,Men,Senior,,,austria_regionalliga.png
UEFA,Austria,Jugendliga U18,league,1st-tier,,Men,Youth,,,austria_jugendliga_u18.png
UEFA,Austria,Frauen Bundesliga,league,1st-tier,,Women,Senior,,,austria_frauen_bundesliga.png
UEFA,Austria,2. Frauenliga,league,2nd-tier,,Women,Senior,,,austria_2_frauenliga.png
UEFA,Azerbaijan,Premyer Liqası,league,1st-tier,,Men,Senior,,,azerbaijan_premyer_liqas.png
UEFA,Azerbaijan,Birinci Divizionu,league,2nd-tier,,Men,Senior,,,azerbaijan_birinci_divizionu.png
UEFA,Belarus,Vyshaya Liha,league,1st-tier,,Men,Senior,,,belarus_vyshaya_liha.png
UEFA,Belarus,Pervaya Liha,league,2nd-tier,,Men,Senior,,,belarus_pervaya_liha.png
UEFA,Belarus,Vtorya Liha,league,3rd-tier,,Men,Senior,,,belarus_vtorya_liha.png
UEFA,Belgium,Jupiler Pro League,league,1st-tier,,Men,Senior,,,belgium_jupiler_pro_league.png
UEFA,Belgium,Challenger Pro League,league,2nd-tier,,Men,Senior,,,belgium_challenger_pro_league.png
UEFA,Belgium,Nationale 1,league,3rd-tier,,Men,Senior,,,belgium_nationale_1.png
UEFA,Belgium,Division 2,league,4th-tier,,Men,Senior,,,belgium_division_2.png
UEFA,Belgium,Division 3,league,5th-tier,,Men,Senior,,,belgium_division_3.png
UEFA,Belgium,Pro League U21 - Group 1,league,,,Men,Youth,,,belgium_pro_league_u21_group_1.png
UEFA,Belgium,Pro League U21 - Group 2,league,,,Men,Youth,,,belgium_pro_league_u21_group_2.png
UEFA,Belgium,U18 Elite,league,,,Men,Youth,,,belgium_u18_elite.png
UEFA,Belgium,Superleague,league,1st-tier,,Women,Senior,,,belgium_superleague.png
UEFA,Belgium,Division I National,league,2nd-tier,,Women,Senior,,,belgium_division_i_national.png
UEFA,Bosnia & Herzegovina,Premier Liga,league,1st-tier,,Men,Senior,,,bosnia_and_herzegovina_premier_liga.png
UEFA,Bosnia & Herzegovina,Prva Liga,league,2nd-tier,,Men,Senior,,,bosnia_and_herzegovina_prva_liga.png
UEFA,Bulgaria,A PFG,unknown,1st-tier,,Men,Senior,,,bulgaria_a_pfg.png
UEFA,Bulgaria,B PFG,unknown,2nd-tier,,Men,Senior,,,bulgaria_b_pfg.png
UEFA,Croatia,Prva Liga,league,1st-tier,,Men,Senior,,,croatia_prva_liga.png
UEFA,Croatia,2. HNL,league,2nd-tier,,Men,Senior,,,croatia_2_hnl.png
UEFA,Cyprus,Cyprus League,league,1st-tier,,Men,Senior,,,cyprus_proathlita_cyta.png
UEFA,Czechia,Fortuna Liga,league,1st-tier,,Men,Senior,,,czechia_fortuna_liga.png
UEFA,Czechia,Národní Liga,league,2nd-tier,,Men,Senior,,,czechia_narodni_liga.png
UEFA,Czechia,Bohemian Football League A,league,3rd-tier,,Men,Senior,,,czechia_3_liga.png
UEFA,Czechia,Bohemian Football League B,league,3rd-tier,,Men,Senior,,,czechia_3_liga.png
UEFA,Denmark,Superliga,league,1st-tier,,Men,Senior,,,denmark_superliga.png
UEFA,Denmark,Betinia Liga,league,2nd-tier,,Men,Senior,,,denmark_nordicbet_liga.png
UEFA,Denmark,2. Division,league,3rd-tier,,Men,Senior,,,denmark_2_division.png
UEFA,Denmark,3. Division,league,4th-tier,,Men,Senior,,,denmark_3_division.png
UEFA,Denmark,U19 Drenge Ligaen,league,1st-tier,,Men,Youth,,,denmark_u19_drenge_ligaen.png
UEFA,Denmark,U19 Drenge Divisionen,league,2nd-tier,,Men,Youth,,,denmark_u19_drenge_divisionen.png
UEFA,Denmark,U17 Drenge Ligaen,league,1st-tier,,Men,Youth,,,denmark_u17_drenge_ligaen.png
UEFA,Denmark,U17 Drenge Divisionen,league,2nd-tier,,Men,Youth,,,denmark_u17_drenge_divisionen.png
UEFA,Denmark,Elitedivisionen,league,1st-tier,,Women,Senior,,,denmark_elitedivisionen.png
UEFA,England,Premier League,league,1st-tier,,Men,Senior,,,england_premier_league.png
UEFA,England,Championship,unknown,2nd-tier,,Men,Senior,,,england_championship.png
UEFA,England,League One,league,3rd-tier,,Men,Senior,,,england_league_one.png
UEFA,England,League Two,league,4th-tier,,Men,Senior,,,england_league_two.png
UEFA,England,Premier League 2 - Division 1,league,1st-tier,,Men,Youth,,,england_premier_league_2_division_1.png
UEFA,England,Premier League 2 - Division 2,league,2nd-tier,,Men,Youth,,,england_premier_league_2_division_2.png
UEFA,England,U18 Premier League,league,,,Men,Youth,,,england_u18_premier_league.png
UEFA,England,FA WSL,league,1st-tier,,Women,Senior,,,england_fa_wsl.png
UEFA,England,WSL 2,league,2nd-tier,,Women,Senior,,,england_wsl_2.png
UEFA,Estonia,Meistriliiga,league,1st-tier,,Men,Senior,,,estonia_meistriliiga.png
UEFA,Estonia,Esiliiga,league,2nd-tier,,Men,Senior,,,estonia_esiliiga.png
UEFA,Estonia,Esiliiga B,league,3rd-tier,,Men,Senior,,,estonia_esiliiga_b.png
UEFA,Faroe Islands,Effodeildin,league,1st-tier,,Men,Senior,,,faroe_islands_effodeildin.png
UEFA,Faroe Islands,1. deild,league,2nd-tier,,Men,Senior,,,faroe_islands_1_deild.png
UEFA,Faroe Islands,2. deild,league,3rd-tier,,Men,Senior,,,faroe_islands_2_deild.png
UEFA,Finland,Veikkausliiga,league,1st-tier,,Men,Senior,,,finland_veikkausliiga.png
UEFA,Finland,Ykkösliiga,league,2nd-tier,,Men,Senior,,,finland_ykkosliiga.png
UEFA,Finland,Ykkönen,league,3rd-tier,,Men,Senior,,,finland_ykkonen.png
UEFA,Finland,Kakkonen,league,4th-tier,,Men,Senior,,,finland_kakkonen.png
UEFA,Finland,Kansallinen Liiga,league,1st-tier,,Women,Senior,,,finland_kansallinen_liiga.png
UEFA,France,Ligue 1,league,1st-tier,,Men,Senior,,,france_ligue_1.png
UEFA,France,Ligue 2,league,2nd-tier,,Men,Senior,,,france_ligue_2.png
UEFA,France,National 1,league,3rd-tier,,Men,Senior,,,france_national_1.png
UEFA,France,National 2,league,4th-tier,,Men,Senior,,,france_national_2.png
UEFA,France,National 3,league,5th-tier,,Men,Senior,,,france_national_3.png
UEFA,France,Ligue Espoirs,league,,,Men,Youth,,,france_ligue_espoirs.png
UEFA,France,Championnat National U19,league,,,Men,Youth,,,france_championnat_national_u19.png
UEFA,France,Coupe Gambardella,cup,,,Men,Youth,,,france_coupe_gambardella.png
UEFA,France,Première Ligue,league,1st-tier,,Women,Senior,,,france_premiere_ligue.png
UEFA,France,Seconde Ligue,league,2nd-tier,,Women,Senior,,,france_seconde_ligue.png
UEFA,France,D3 Féminine,league,3rd-tier,,Women,Senior,,,france_d3_feminine.png
UEFA,East Germany,DDR-Oberliga,league,1st-tier,,Men,Senior,,,gdr_ddr_oberliga.png
UEFA,Georgia,Erovnuli Liga,league,1st-tier,,Men,Senior,,,georgia_erovnuli_liga.png
UEFA,Georgia,Erovnuli Liga 2,league,2nd-tier,,Men,Senior,,,georgia_erovnuli_liga_2.png
UEFA,Germany,Bundesliga,league,1st-tier,,Men,Senior,,,germany_bundesliga.png
UEFA,Germany,2. Bundesliga,league,2nd-tier,,Men,Senior,,,germany_2_bundesliga.png
UEFA,Germany,3. Liga,league,3rd-tier,,Men,Senior,,,germany_3_liga.png
UEFA,Germany,Regionalliga,league,4th-tier,,Men,Senior,,,germany_regionalliga.png
UEFA,Germany,Frauen Bundesliga,league,1st-tier,,Women,Senior,,,germany_frauen_bundesliga.png
UEFA,Germany,U-19 DFB Nachwuchsliga,league,,,Men,Youth,,,germany_u_19_dfb_nachwuchsliga.png
UEFA,Germany,U-17 DFB Nachwuchsliga,league,,,Men,Youth,,,germany_u_17_dfb_nachwuchsliga.png
UEFA,Gibraltar,Premier League,league,1st-tier,,Men,Senior,,,gibraltar_premier_league.png
UEFA,Greece,Super League,league,1st-tier,,Men,Senior,,,greece_super_league.png
UEFA,Greece,Super League 2,league,2nd-tier,,Men,Senior,,,greece_super_league_2.png
UEFA,Hungary,NB I,unknown,1st-tier,,Men,Senior,,,hungary_nb_i.png
UEFA,Hungary,NB II,unknown,2nd-tier,,Men,Senior,,,hungary_nb_ii.png
UEFA,Hungary,NB III,unknown,3rd-tier,,Men,Senior,,,hungary_nb_iii.png
UEFA,Iceland,Besta Deildin,league,1st-tier,,Men,Senior,,,iceland_besta_deildin.png
UEFA,Iceland,1. deild,league,2nd-tier,,Men,Senior,,,iceland_1_deild.png
UEFA,Iceland,2. deild,league,3rd-tier,,Men,Senior,,,iceland_2_deild.png
UEFA,Iceland,3. deild,league,4th-tier,,Men,Senior,,,iceland_3_deild.png
UEFA,Iceland,Úrvalsdeild kvenna,league,1st-tier,,Women,Senior,,,iceland_pepsi_deildin_kvenna.png
UEFA,Iceland,1. deild kvenna,league,2nd-tier,,Women,Senior,,,iceland_1_deild_kvenna.png
UEFA,Israel,Ligat ha'Al,league,1st-tier,,Men,Senior,,,israel_ligat_ha_al.png
UEFA,Israel,Liga Leumit,league,2nd-tier,,Men,Senior,,,israel_liga_leumit.png
UEFA,Italy,Serie A,league,1st-tier,,Men,Senior,,,italy_serie_a.png
UEFA,Italy,Serie B,league,2nd-tier,,Men,Senior,,,italy_serie_b.png
UEFA,Italy,Serie C,league,3rd-tier,,Men,Senior,,,italy_serie_c.png
UEFA,Italy,Serie D,league,4th-tier,,Men,Senior,,,italy_serie_d.png
UEFA,Italy,Campionato Primavera 1,league,1st-tier,,Men,Youth,,,italy_campionato_primavera_1.png
UEFA,Italy,Serie A Femminile,league,1st-tier,,Women,Senior,,,italy_serie_a_femminile.png
UEFA,Kazakhstan,Kazakhstan Premier League,league,1st-tier,,Men,Senior,,,kazakhstan_kazakhstan_premier_league.png
UEFA,Kazakhstan,Birinşi Liga,league,2nd-tier,,Men,Senior,,,kazakhstan_birinsi_liga.png
UEFA,Kosovo,SuperLiga,league,1st-tier,,Men,Senior,,,kosovo_superliga.png
UEFA,Latvia,Virslīga,league,1st-tier,,Men,Senior,,,latvia_virsliga.png
UEFA,Latvia,Pirmā līga,league,2nd-tier,,Men,Senior,,,latvia_pirma_liga.png
UEFA,Lithuania,A Lyga,league,1st-tier,,Men,Senior,,,lithuania_a_lyga.png
UEFA,Lithuania,Pirma Lyga,league,2nd-tier,,Men,Senior,,,lithuania_pirma_lyga.png
UEFA,Luxembourg,BGL Ligue,league,1st-tier,,Men,Senior,,,luxembourg_bgl_ligue.png
UEFA,Luxembourg,Promotion d'Honneur,league,2nd-tier,,Men,Senior,,,luxembourg_promotion_d_honneur.png
UEFA,Luxembourg,Division 1,league,3rd-tier,,Men,Senior,,,luxembourg_division_1.png
UEFA,Luxembourg,Division 2,league,4th-tier,,Men,Senior,,,luxembourg_division_2.png
UEFA,Malta,Premier League,league,1st-tier,,Men,Senior,,,malta_premier_league.png
UEFA,Malta,First Division,league,2nd-tier,,Men,Senior,,,malta_first_division.png
UEFA,Malta,BOV National Amateur League,league,3rd-tier,,Men,Senior,,,malta_bov_national_amateur_league.png
UEFA,Moldova,Super Liga,league,1st-tier,,Men,Senior,,,moldova_super_liga.png
UEFA,Moldova,Liga 1,league,2nd-tier,,Men,Senior,,,moldova_liga_1.png
UEFA,Montenegro,1.CFL,league,1st-tier,,Men,Senior,,,montenegro_1_cfl.png
UEFA,Montenegro,Druga Crnogorska Liga,league,2nd-tier,,Men,Senior,,,montenegro_druga_crnogorska_liga.png
UEFA,Netherlands,Eredivisie,league,1st-tier,,Men,Senior,,,netherlands_eredivisie.png
UEFA,Netherlands,Keuken Kampioen Divisie,league,2nd-tier,,Men,Senior,,,netherlands_keuken_kampioen_divisie.png
UEFA,Netherlands,Tweede Divisie,league,3rd-tier,,Men,Senior,,,netherlands_tweede_divisie.png
UEFA,Netherlands,Eredivisie Vrouwen,league,1st-tier,,Women,Senior,,,netherlands_eredivisie_vrouwen.png
UEFA,North Macedonia,Prva Fudbalska Liga,league,1st-tier,,Men,Senior,,,north_macedonia_prva_fudbalska_liga.png
UEFA,North Macedonia,Vtora Fudbalska Liga,league,2nd-tier,,Men,Senior,,,north_macedonia_vtora_fudbalska_liga.png
UEFA,Northern Ireland,Premiership,league,1st-tier,,Men,Senior,,,northern_ireland_premiership.png
UEFA,Northern Ireland,Championship 1,league,2nd-tier,,Men,Senior,,,northern_ireland_championship_1.png
UEFA,Northern Ireland,Championship 2,league,3rd-tier,,Men,Senior,,,northern_ireland_championship_2.png
UEFA,Norway,Eliteserien,league,1st-tier,,Men,Senior,,,norway_eliteserien.png
UEFA,Norway,OBOS-ligaen,league,2nd-tier,,Men,Senior,,,norway_obos_ligaen.png
UEFA,Norway,PostNord-ligaen,league,3rd-tier,,Men,Senior,,,norway_postnord_ligaen.png
UEFA,Norway,Toppserien,league,1st-tier,,Women,Senior,,,norway_toppserien.png
UEFA,Poland,Ekstraklasa,league,1st-tier,,Men,Senior,,,poland_ekstraklasa.png
UEFA,Poland,I liga,league,2nd-tier,,Men,Senior,,,poland_i_liga.png
UEFA,Poland,II liga,league,2nd-tier,,Men,Senior,,,poland_ii_liga.png
UEFA,Portugal,Liga Portugal,league,1st-tier,,Men,Senior,,,portugal_liga_portugal.png
UEFA,Portugal,Liga Portugal 2,league,2nd-tier,,Men,Senior,,,portugal_liga_portugal_2.png
UEFA,Portugal,Liga 3,league,3rd-tier,,Men,Senior,,,portugal_liga_3.png
UEFA,Portugal,Campeonato Portugal,unknown,4th-tier,,Men,Senior,,,portugal_campeonato_portugal.png
UEFA,Portugal,Liga Revelação U23,league,,,Men,Youth,,,portugal_liga_revelacao_u23.png
UEFA,Portugal,Liga BPI,league,1st-tier,,Women,Senior,,,portugal_liga_bpi.png
UEFA,Republic of Ireland,Premier Division,league,1st-tier,,Men,Senior,,,republic_of_ireland_premier_division.png
UEFA,Republic of Ireland,First Division,league,2nd-tier,,Men,Senior,,,republic_of_ireland_first_division.png
UEFA,Romania,SuperLiga,league,1st-tier,,Men,Senior,,,romania_superliga.png
UEFA,Romania,Liga II,league,2nd-tier,,Men,Senior,,,romania_liga_ii.png
UEFA,Russia,RFPL,unknown,1st-tier,,Men,Senior,,,russia_rfpl.png
UEFA,Russia,Pervaja Liga,league,2nd-tier,,Men,Senior,,,russia_pervaja_liga.png
UEFA,Russia,Youth Football League,league,1st-tier,,Men,Youth,,,russia_youth_football_league.png
UEFA,Russia,Youth Football League - Div B,league,2nd-tier,,Men,Youth,,,russia_youth_football_league_div_b.png
UEFA,San Marino,Campionato Sanmarinese,league,1st-tier,,Men,Senior,,,san_marino_campionato_sanmarinese.png
UEFA,Scotland,Premier League,league,1st-tier,,Men,Senior,,,scotland_premier_league.png
UEFA,Scotland,Championship,unknown,2nd-tier,,Men,Senior,,,scotland_championship.png
UEFA,Scotland,Scottish League One,league,3rd-tier,,Men,Senior,,,scotland_scottish_league_one.png
UEFA,Scotland,Scottish League Two,league,4th-tier,,Men,Senior,,,scotland_scottish_league_two.png
UEFA,Scotland,SWPL 1,league,1st-tier,,Women,Senior,,,scotland_swpl_1.png
UEFA,Scotland,SWPL 2,league,2nd-tier,,Women,Senior,,,scotland_swpl_2.png
UEFA,Serbia,Super Liga,league,1st-tier,,Men,Senior,,,serbia_super_liga.png
UEFA,Serbia,Prva Liga,league,2nd-tier,,Men,Senior,,,serbia_prva_liga.png
UEFA,Slovakia,Nikè Liga,league,1st-tier,,Men,Senior,,,slovakia_nike_liga.png
UEFA,Slovakia,II. Liga,league,2nd-tier,,Men,Senior,,,slovakia_ii_liga.png
UEFA,Slovakia,III. liga,league,3rd-tier,,Men,Senior,,,slovakia_iii_liga.png
UEFA,Slovakia,I. liga Ženy,league,1st-tier,,Women,Senior,,,slovakia_i_liga_zeny.png
UEFA,Slovenia,Prva Liga,league,1st-tier,,Men,Senior,,,slovenia_prva_liga.png
UEFA,Slovenia,2. SNL,league,2nd-tier,,Men,Senior,,,slovenia_2_snl.png
UEFA,Slovenia,3. SNL,league,3rd-tier,,Men,Senior,,,slovenia_3_snl.png
UEFA,Slovenia,1. Slovenska Mladinska Liga U19,league,,,Men,Youth,,,slovenia_1_slovenska_mladinska_liga.png
UEFA,Slovenia,1. Slovenska Kadetska Liga U17,league,,,Men,Youth,,,slovenia_1_slovenska_kadetska_liga.png
UEFA,Slovenia,1. SŽNL,league,1st-tier,,Women,Senior,,,slovenia_1_sznl.png
UEFA,Spain,La Liga,league,1st-tier,,Men,Senior,,,spain_la_liga.png
UEFA,Spain,La Liga 2,league,2nd-tier,,Men,Senior,,,spain_la_liga_2.png
UEFA,Spain,Primera Federación,league,3rd-tier,,Men,Senior,,,spain_primera_federacion.png
UEFA,Spain,Segunda Federación,league,4th-tier,,Men,Senior,,,spain_segunda_federacion.png
UEFA,Spain,Liga F,league,1st-tier,,Women,Senior,,,spain_liga_f.png
UEFA,Sweden,Allsvenskan,league,1st-tier,,Men,Senior,,,sweden_allsvenskan.png
UEFA,Sweden,Superettan,league,2nd-tier,,Men,Senior,,,sweden_superettan.png
UEFA,Sweden,Ettan,league,3rd-tier,,Men,Senior,,,sweden_ettan.png
UEFA,Sweden,Division 2,league,4th-tier,,Men,Senior,,,sweden_division_2.png
UEFA,Sweden,U21 Allsvenskan,league,,,Men,Senior,,,sweden_u21_allsvenskan.png
UEFA,Sweden,Damallsvenskan,league,1st-tier,,Men,Senior,,,sweden_damallsvenskan.png
UEFA,Sweden,Elitettan,league,2nd-tier,,Men,Senior,,,sweden_elitettan.png
UEFA,Switzerland,Super League,league,1st-tier,,Men,Senior,,,switzerland_super_league.png
UEFA,Switzerland,Challenge League,league,2nd-tier,,Men,Senior,,,switzerland_challenge_league.png
UEFA,Switzerland,1. Liga Promotion,league,3rd-tier,,Men,Senior,,,switzerland_1_liga_promotion.png
UEFA,Switzerland,1. Liga,league,4th-tier,,Men,Senior,,,switzerland_1_liga.png
UEFA,Switzerland,Women's Super League,league,1st-tier,,Women,Senior,,,switzerland_women_s_super_league.png
UEFA,Switzerland,U18 Liga,league,,,Men,Youth,,,switzerland_u18_liga.png
UEFA,Türkiye,Süper Lig,league,1st-tier,,Men,Senior,,,turkiye_super_lig.png
UEFA,Türkiye,1. Lig,league,2nd-tier,,Men,Senior,,,turkiye_1_lig.png
UEFA,Türkiye,2. Lig,league,3rd-tier,,Men,Senior,,,turkiye_2_lig.png
UEFA,Türkiye,Kadınlar 1. Lig,league,1st-tier,,Women,Senior,,,turkiye_kadnlar_1_lig.png
UEFA,Ukraine,Premier Liha,league,1st-tier,,Men,Senior,,,ukraine_premier_liha.png
UEFA,Ukraine,Persha Liha,league,2nd-tier,,Men,Senior,,,ukraine_persha_liha.png
UEFA,Ukraine,Druha Liha,league,3rd-tier,,Men,Senior,,,ukraine_druha_liha.png
UEFA,Ukraine,Championat U-21,league,,,Men,Youth,,,ukraine_championat_u_21.png
UEFA,Ukraine,Vyshcha Liha,league,1st-tier,,Women,Senior,,,ukraine_vyshcha_liha.png
UEFA,Wales,Welsh Premier League,league,1st-tier,,Men,Senior,,,wales_welsh_premier_league.png
UEFA,Wales,FAW Tier 2,league,2nd-tier,,Men,Senior,,,wales_faw_tier_2.png
UEFA,Wales,Cymru Alliance,league,2nd-tier,,Men,Senior,defunct,,wales_cymru_alliance.png
UEFA,Wales,Welsh Football League Division One,league,,,Women,Senior,,,wales_welsh_football_league_division_one.png
