Name,Nation,Division,Unique ID,Division ID
Avantul Buzau,Algeria,Pro League,57.031.429,1
Brasovia,Algeria,Pro League,57.031.430,1
UAB,Algeria,Pro League,57.031.431,1
Astra Brasov,Algeria,Pro League,57.031.432,1
Steagul Rosu,Algeria,Pro League,57.031.433,1
Metalul Brasov,Algeria,Pro League,57.031.434,1
Energia Brasov,Algeria,Pro League,57.031.435,1
FCM Brasov,Algeria,Pro League,57.031.436,1
Dinamo Pitesti,Algeria,Pro League,57.031.447,1
Karres,Algeria,Pro League,57.031.458,1
Partizanul Medias,Algeria,Pro League,57.031.459,1
Flacara Medias,Algeria,Pro League,57.031.460,1
Energia Medias,Algeria,Pro League,57.031.461,1
CSM Medias,Algeria,Pro League,57.031.462,1
Autobuzul,Algeria,Pro League,57.031.469,1
Rocar (EXTINCT),Algeria,Pro League,57.031.470,1
Flacara Ploiesti,Algeria,Pro League,57.031.481,1
Energia Ploiesti,Algeria,Pro League,57.031.482,1
Flacara Energia Ploiesti,Algeria,Pro League,57.031.483,1
FC Ploiesti (92),Algeria,Pro League,57.031.484,1
FC Petrolul (1952),Algeria,Pro League,57.031.485,1
AS Mioveni 2000,Algeria,Pro League,57.031.516,1
AS Dacia Mioveni,Algeria,Pro League,57.031.517,1
ITA Arad,Algeria,Pro League,57.031.520,1
Flamura Rosie Arad,Algeria,Pro League,57.031.521,1
Armatura Zalau,Algeria,Pro League,57.031.557,1
CS Zalau,Algeria,Pro League,57.031.558,1
Unirea Zalau,Algeria,Pro League,57.031.559,1
Dinamo Zalau,Algeria,Pro League,57.031.560,1
CS Muresul Tg. M.,Algeria,Pro League,57.031.568,1
ASA Muresul Tg. M.,Algeria,Pro League,57.031.569,1
ASA Electromures,Algeria,Pro League,57.031.573,1
Astra Romana Ploiesti,Algeria,Pro League,57.031.578,1
ASA Ploiesti Danubiana,Algeria,Pro League,57.031.579,1
Rafinorul Ploiesti,Algeria,Pro League,57.031.583,1
Flacara Rosie Bucuresti,Algeria,Pro League,57.031.585,1
CS Armata Iasi,Algeria,Pro League,57.031.600,1
Ferar Cluj,Algeria,Pro League,57.031.602,1
Klub Athletic Cluj,Algeria,Pro League,57.031.603,1
Ferar KMSE,Algeria,Pro League,57.031.604,1
Rapid Cluj,Algeria,Pro League,57.031.605,1
CFR Moldova Iasi,Algeria,Pro League,57.031.606,1
CFR Citadin Is.,Algeria,Pro League,57.031.607,1
CFR Tepro,Algeria,Pro League,57.031.609,1
CFR Iasi,Algeria,Pro League,57.031.611,1
Nicolina,Algeria,Pro League,57.031.613,1
Locomotiva Iasi,Algeria,Pro League,57.031.616,1
Victoria CFR Is.,Algeria,Pro League,57.031.621,1
Locomotiva Tim.,Algeria,Pro League,57.031.623,1
Locomotiva TS,Algeria,Pro League,57.031.626,1
Metalul TS,Algeria,Pro League,57.031.628,1
CSM Drobeta,Algeria,Pro League,57.031.629,1
Severnav,Algeria,Pro League,57.031.634,1
C.A.M.P.,Algeria,Pro League,57.031.636,1
U.C.A.S.P.,Algeria,Pro League,57.031.637,1
Partizanul Petrosani,Algeria,Pro League,57.031.638,1
Flacara Petrosani,Algeria,Pro League,57.031.639,1
Minerul Petrosani,Algeria,Pro League,57.031.640,1
Energia Petrosani,Algeria,Pro League,57.031.641,1
Jiul Petrila,Algeria,Pro League,57.031.642,1
CS Oradea,Algeria,Pro League,57.031.660,1
Libertatea Oradea,Algeria,Pro League,57.031.663,1
I.C.O.,Algeria,Pro League,57.031.664,1
Crisana CFR,Algeria,Pro League,57.031.665,1
CSM Crisana (1961),Algeria,Pro League,57.031.666,1
Crisul,Algeria,Pro League,57.031.667,1
Crisana (1929),Algeria,Pro League,57.031.674,1
CFR Oradea,Algeria,Pro League,57.031.676,1
Bucovina Suceava,Algeria,Pro League,57.031.677,1
Metalica Cv.,Algeria,Pro League,57.031.678,1
Energia Craiova (EXT),Algeria,Pro League,57.031.679,1
Rovine Grivita,Algeria,Pro League,57.031.680,1
Feroviarul Cv.,Algeria,Pro League,57.031.681,1
CFR Rovine,Algeria,Pro League,57.031.682,1
Jiul Craiova,Algeria,Pro League,57.031.683,1
CS Craiova,Algeria,Pro League,57.031.684,1
Electro CFR,Algeria,Pro League,57.031.685,1
Electro-Bere,Algeria,Pro League,57.031.695,1
FC Carpati BM,Algeria,Pro League,57.031.696,1
FC Oradea,Algeria,Pro League,57.031.699,1
FCM Rm. Valcea,Algeria,Pro League,57.031.705,1
Valceana,Algeria,Pro League,57.031.706,1
CSM Valcea,Algeria,Pro League,57.031.707,1
Flamura Rosie Valcea,Algeria,Pro League,57.031.708,1
Unirea Valcea,Algeria,Pro League,57.031.709,1
Santierul Govora,Algeria,Pro League,57.031.710,1
Chimia Govora,Algeria,Pro League,57.031.711,1
Oltul Rm. Valcea,Algeria,Pro League,57.031.712,1
FC Valcea,Algeria,Pro League,57.031.715,1
Flacara Bere Alutus,Algeria,Pro League,57.031.716,1
Metalul Targoviste,Algeria,Pro League,57.031.727,1
Energia Targoviste,Algeria,Pro League,57.031.728,1
CS Targoviste,Algeria,Pro League,57.031.729,1
Otelul Targoviste,Algeria,Pro League,57.031.730,1
Chindia (EXTINCT),Algeria,Pro League,57.031.731,1
UFH,Algeria,Pro League,57.031.738,1
IMS,Algeria,Pro League,57.031.739,1
Metalul Hunedoara,Algeria,Pro League,57.031.740,1
Energia Hunedoara,Algeria,Pro League,57.031.741,1
Siderurgistul Hun.,Algeria,Pro League,57.031.742,1
Ceramica,Algeria,Pro League,57.031.750,1
Energia Falticeni,Algeria,Pro League,57.031.752,1
Chimia Falticeni,Algeria,Pro League,57.031.753,1
Foresta Suceava,Algeria,Pro League,57.031.754,1
Socec Lafayette,Algeria,Pro League,57.031.762,1
Monetaria Statului,Algeria,Pro League,57.031.763,1
Spartac Bucuresti,Algeria,Pro League,57.031.764,1
Progresul Finante Banci,Algeria,Pro League,57.031.765,1
Progresul Vulcan,Algeria,Pro League,57.031.766,1
Progresul Vointa,Algeria,Pro League,57.031.767,1
Progresul Energia,Algeria,Pro League,57.031.768,1
Energia Onesti,Algeria,Pro League,57.031.780,1
Chimia Onesti,Algeria,Pro League,57.031.781,1
Trotusul,Algeria,Pro League,57.031.782,1
MECON Onesti,Algeria,Pro League,57.031.783,1
Constructorul Onesti,Algeria,Pro League,57.031.784,1
MECON-Energ,Algeria,Pro League,57.031.785,1
Electro-MECON,Algeria,Pro League,57.031.786,1
CSM Borzesti,Algeria,Pro League,57.031.791,1
CAROM,Algeria,Pro League,57.031.794,1
CSU Timisoara,Algeria,Pro League,57.031.800,1
Poli AEK Tim.,Algeria,Pro League,57.031.803,1
AEK Bucuresti,Algeria,Pro League,57.031.804,1
FCU Poli,Algeria,Pro League,57.031.805,1
FCU Poli II,Algeria,Pro League,57.031.806,1
FC Ploiesti (1922),Algeria,Pro League,57.031.811,1
Tricolor Ploiesti,Algeria,Pro League,57.031.812,1
Tricolor CFPV,Algeria,Pro League,57.031.813,1
RATC CFR Moldova,Algeria,Pro League,57.031.817,1
Prahova Ploiesti,Algeria,Pro League,57.031.819,1
Vulturii UMT,Algeria,Pro League,57.031.820,1
Metalul Cimpia Turzii,Algeria,Pro League,57.031.823,1
Energia Cimpia Turzii,Algeria,Pro League,57.031.824,1
Oltul Slatina,Algeria,Pro League,57.031.830,1
Alprom Slatina,Algeria,Pro League,57.031.831,1
Stiinta CFR Cv.,Algeria,Pro League,57.031.835,1
Clubul Resitean Muncitori,Algeria,Pro League,57.031.837,1
Clubul Sportiv M. Resita,Algeria,Pro League,57.031.838,1
S.S.M.R.,Algeria,Pro League,57.031.839,1
Locomotiva Resita,Algeria,Pro League,57.031.840,1
I.C. Resita,Algeria,Pro League,57.031.841,1
Flamura Resita,Algeria,Pro League,57.031.842,1
Progresul Resita,Algeria,Pro League,57.031.843,1
AS Muncitorul Resita,Algeria,Pro League,57.031.844,1
Muncitorul Stiinta,Algeria,Pro League,57.031.845,1
Kaproni Gornet,Algeria,Pro League,57.031.865,1
Kaproni,Algeria,Pro League,57.031.866,1
Telecom Arad,Algeria,Pro League,57.031.931,1
FC Arad Telecom,Algeria,Pro League,57.031.932,1
FC Arad,Algeria,Pro League,57.031.933,1
Astra Arad (1932),Algeria,Pro League,57.031.934,1
CSM Vagonul Arad,Algeria,Pro League,57.031.935,1
Vagonul Arad,Algeria,Pro League,57.031.936,1
CSM Rapid Arad,Algeria,Pro League,57.031.937,1
Rapid Arad,Algeria,Pro League,57.031.938,1
CFR Arad,Algeria,Pro League,57.031.939,1
Unirea Arad,Algeria,Pro League,57.031.940,1
Energia Arad,Algeria,Pro League,57.031.941,1
Metalul Arad,Algeria,Pro League,57.031.942,1
Astra Arad,Algeria,Pro League,57.031.943,1
UVA-AMEFA,Algeria,Pro League,57.031.944,1
AMEFA (1946),Algeria,Pro League,57.031.945,1
Teiul Bucuresti,Algeria,Pro League,57.032.073,1
Tricolor Bucuresti,Algeria,Pro League,57.032.074,1
Unirea Obor,Algeria,Pro League,57.032.076,1
Prahova CSU,Algeria,Pro League,57.032.077,1
Partizanul Pl.,Algeria,Pro League,57.032.080,1
Metalul Pl.,Algeria,Pro League,57.032.081,1
Poiana,Algeria,Pro League,57.032.084,1
Astra Romana Campina,Algeria,Pro League,57.032.085,1
Flacara Campina,Algeria,Pro League,57.032.086,1
Metalul Campina,Algeria,Pro League,57.032.087,1
Energia Campina,Algeria,Pro League,57.032.088,1
Poiana Dinamo,Algeria,Pro League,57.032.089,1
Olimpia CFR SM,Algeria,Pro League,57.032.101,1
CFR Satu Mare,Algeria,Pro League,57.032.102,1
Progresul SM,Algeria,Pro League,57.032.103,1
ASM Dinamo,Algeria,Pro League,57.032.104,1
Satmareana,Algeria,Pro League,57.032.105,1
SC Olimpia SM,Algeria,Pro League,57.032.114,1
FC Olimpia SM,Algeria,Pro League,57.032.115,1
Olimpia I.U.M. SM,Algeria,Pro League,57.032.116,1
Metalul SM,Algeria,Pro League,57.032.117,1
Locomotiva Satu Mare,Algeria,Pro League,57.032.118,1
Somesul (Olimpia '57-'59),Algeria,Pro League,57.032.119,1
Victoria CFR Carei,Algeria,Pro League,57.032.129,1
CFR Carei,Algeria,Pro League,57.032.130,1
Recolta Carei,Algeria,Pro League,57.032.131,1
Jiul Lupeni,Algeria,Pro League,57.032.139,1
Partizanul Lupeni,Algeria,Pro League,57.032.140,1
Flacara Lupeni,Algeria,Pro League,57.032.141,1
Energia Lupeni,Algeria,Pro League,57.032.143,1
FC Faur,Algeria,Pro League,57.032.150,1
Faur Dinamo III,Algeria,Pro League,57.032.151,1
Titanii,Algeria,Pro League,57.032.152,1
Metalul Buc.,Algeria,Pro League,57.032.153,1
Faur,Algeria,Pro League,57.032.154,1
Energia Buc.,Algeria,Pro League,57.032.155,1
Metalochimic Buc.,Algeria,Pro League,57.032.156,1
23 August Buc.,Algeria,Pro League,57.032.157,1
Rogifer,Algeria,Pro League,57.032.158,1
Malaxa,Algeria,Pro League,57.032.159,1
Gloria Arad (extinct),Algeria,Pro League,57.032.179,1
Gloria CFR Arad,Algeria,Pro League,57.032.180,1
ICA,Algeria,Pro League,57.032.189,1
Sparta Buc.,Algeria,Pro League,57.032.196,1
CUB,Algeria,Pro League,57.032.197,1
Stiinta Buc,Algeria,Pro League,57.032.198,1
Politehnica Buc.,Algeria,Pro League,57.032.199,1
Gloria CFR Gl. (EXTINCT),Algeria,Pro League,57.032.205,1
CFR Galati,Algeria,Pro League,57.032.206,1
Soimii-Gloria Galati,Algeria,Pro League,57.032.207,1
Locomotiva Galati,Algeria,Pro League,57.032.208,1
FC U Cluj,Algeria,Pro League,57.032.213,1
Stiinta Cluj,Algeria,Pro League,57.032.214,1
Flacara Bucuresti,Algeria,Pro League,57.032.218,1
Partizanul Bucuresti,Algeria,Pro League,57.032.220,1
Distributia Bucuresti,Algeria,Pro League,57.032.221,1
Petrolul Bucuresti,Algeria,Pro League,57.032.222,1
Juve '46 Bucuresti (EXT),Algeria,Pro League,57.032.223,1
Astra Romana Moreni,Algeria,Pro League,57.032.229,1
Partizanul Moreni,Algeria,Pro League,57.032.230,1
Flacara Moreni (EXTINCT),Algeria,Pro League,57.032.231,1
Flacara-Automatica Moreni,Algeria,Pro League,57.032.232,1
Alpan Teis-Sotanga,Algeria,Pro League,57.032.242,1
Alpan Targoviste,Algeria,Pro League,57.032.243,1
ACFR Brasov,Algeria,Pro League,57.032.248,1
Locomotiva Tg. Mures,Algeria,Pro League,57.032.252,1
ASM Tg. Mures,Algeria,Pro League,57.032.253,1
Dermagand Tg. Mures,Algeria,Pro League,57.032.254,1
Avantul Tg. Mures,Algeria,Pro League,57.032.255,1
CS Targu Mures,Algeria,Pro League,57.032.256,1
RATA Targu Mures,Algeria,Pro League,57.032.262,1
Unirea CFR Pascani,Algeria,Pro League,57.032.264,1
Locomotiva Pascani,Algeria,Pro League,57.032.265,1
FEPA '74,Algeria,Pro League,57.032.269,1
Rulmentul Barlad,Algeria,Pro League,57.032.270,1
Dacia Pitesti,Algeria,Pro League,57.032.276,1
Dermata Cj.,Algeria,Pro League,57.032.277,1
Flamura Rosie Cluj,Algeria,Pro League,57.032.278,1
J. Herbak Cluj,Algeria,Pro League,57.032.279,1
Chimistul,Algeria,Pro League,57.032.283,1
Viitorul Vaslui,Algeria,Pro League,57.032.288,1
Viitorul Mecanica Vaslui,Algeria,Pro League,57.032.289,1
FC Sfantu Gheorghe,Algeria,Pro League,57.032.292,1
Oltul Sf. Gheorghe (EXT),Algeria,Pro League,57.032.293,1
CSM Sfantu Gheorghe,Algeria,Pro League,57.032.294,1
Flamura Rosie Sf. Gh.,Algeria,Pro League,57.032.295,1
Textila Sfantu Gheorghe,Algeria,Pro League,57.032.296,1
Klinger Sf. Gheorghe,Algeria,Pro League,57.032.297,1
Progresul Tim.,Algeria,Pro League,57.032.305,1
Electrica Tim.,Algeria,Pro League,57.032.306,1
Electrica RATT,Algeria,Pro League,57.032.307,1
Vulturii Textila Lugoj,Algeria,Pro League,57.032.311,1
Dunarea CSU,Algeria,Pro League,57.032.317,1
Constant CFR Gl.,Algeria,Pro League,57.032.318,1
Foresta Reghin,Algeria,Pro League,57.032.330,1
Precizia,Algeria,Pro League,57.032.336,1
Oltul (1998) Sf. Gh.,Algeria,Pro League,57.032.340,1
CSM Lugoj (EXTINCT),Algeria,Pro League,57.032.345,1
Energia Orastie,Algeria,Pro League,57.032.351,1
Flacara Orastie,Algeria,Pro League,57.032.352,1
Dacia-Mecanica Orastie,Algeria,Pro League,57.032.353,1
Metaloplastica Orastie,Algeria,Pro League,57.032.354,1
Progresul Mold. Noua,Algeria,Pro League,57.032.365,1
Min. Mold. Noua,Algeria,Pro League,57.032.366,1
CS Deva,Algeria,Pro League,57.032.369,1
Deva (Extinct),Algeria,Pro League,57.032.373,1
Minerul Certej,Algeria,Pro League,57.032.374,1
CS Certej,Algeria,Pro League,57.032.375,1
Mica Brad,Algeria,Pro League,57.032.383,1
Metalul Brad,Algeria,Pro League,57.032.384,1
Progresul Brad,Algeria,Pro League,57.032.385,1
Armata Aurul Brad,Algeria,Pro League,57.032.386,1
Vointa Sibiu,Algeria,Pro League,57.034.146,1
Tricotaje Ineu,Algeria,Pro League,57.034.147,1
FC Timisoara,Algeria,Pro League,57.034.155,1
FC Timisoara II,Algeria,Pro League,57.034.156,1
Diplomatic Focsani,Algeria,Pro League,57.034.158,1
Nitramonia,Algeria,Pro League,57.034.187,1
Hartia Ghimbav,Algeria,Pro League,57.034.188,1
AMCO Ghimbav,Algeria,Pro League,57.034.189,1
Flacara Berca,Algeria,Pro League,57.034.203,1
Maris,Algeria,Pro League,57.034.796,1
Ungheni (Extinct),Algeria,Pro League,57.034.797,1
Muscelul,Algeria,Pro League,57.034.804,1
Mechel,Algeria,Pro League,57.034.812,1
Mechel II,Algeria,Pro League,57.034.822,1
CSM Fagaras,Algeria,Pro League,57.035.982,1
Petr. Videle,Algeria,Pro League,57.035.983,1
Stiinta Bacau,Algeria,Pro League,57.036.018,1
Oil Terminal,Algeria,Pro League,57.036.249,1
Gaz Metan CFR,Algeria,Pro League,57.036.463,1
Royal Brasov,Algeria,Pro League,57.036.471,1
CS Domnesti,Algeria,Pro League,57.044.117,1
ACS Recas,Algeria,Pro League,57.044.206,1
Viscofil,Algeria,Pro League,57.048.097,1
Lindab,Algeria,Pro League,57.048.098,1
Partizan S. Mare,Algeria,Pro League,57.048.099,1
Unirea Valea lui Mihai,Algeria,Pro League,57.048.105,1
Aurora Urziceni,Algeria,Pro League,57.048.367,1
Ferom Urziceni,Algeria,Pro League,57.048.368,1
Agricultorul Urziceni,Algeria,Pro League,57.048.369,1
Luceafarul Lotus II,Algeria,Pro League,57.048.377,1
Lotus Baile Felix,Algeria,Pro League,57.048.387,1
Mesagerul Bc.,Algeria,Pro League,57.048.551,1
FC Vorona,Algeria,Pro League,57.048.639,1
FC Willy II,Algeria,Pro League,57.048.675,1
CF Braila II,Algeria,Pro League,57.048.679,1
CSM Targoviste,Algeria,Pro League,57.048.681,1
Triumf Barca,Algeria,Pro League,57.048.687,1
Juve Sibiu,Algeria,Pro League,57.048.688,1
Phoenix Ulmu,Algeria,Pro League,57.048.696,1
FC Silvania II,Algeria,Pro League,57.048.697,1
Eolica Baia,Algeria,Pro League,57.048.724,1
FC Piatra Olt,Algeria,Pro League,57.048.726,1
Somesul Ileanda,Algeria,Pro League,57.048.731,1
Toporu,Algeria,Pro League,57.049.487,1
Junkers,Algeria,Pro League,57.049.774,1
CSM Pascani,Algeria,Pro League,57.049.834,1
AS Breazu,Algeria,Pro League,57.049.863,1
CSM FC Ploiesti,Algeria,Pro League,57.049.943,1
FC Ploiesti (2008),Algeria,Pro League,57.049.945,1
Cuprom,Algeria,Pro League,57.049.948,1
Laminorul Zalau,Algeria,Pro League,57.049.988,1
Silcotub,Algeria,Pro League,57.049.989,1
Otelul Stei,Algeria,Pro League,57.049.991,1
AS Sighetu Marmatiei,Algeria,Pro League,57.049.993,1
CIL Sighet,Algeria,Pro League,57.049.994,1
Motorul Arad,Algeria,Pro League,57.049.996,1
Infratirea Or.,Algeria,Pro League,57.049.998,1
Minerul Stei,Algeria,Pro League,57.049.999,1
Strungul Chisineu-Cris,Algeria,Pro League,57.050.023,1
Min. Baia Sprie,Algeria,Pro League,57.050.025,1
Min. Sarmasag,Algeria,Pro League,57.050.027,1
Energia Tim.,Algeria,Pro League,57.050.028,1
Min. Baita,Algeria,Pro League,57.050.032,1
Vointa Or.,Algeria,Pro League,57.050.033,1
Min. Gura-Humorului,Algeria,Pro League,57.050.034,1
Electro Sf. Gheorghe,Algeria,Pro League,57.050.037,1
IMASA,Algeria,Pro League,57.050.038,1
Montana Sinaia,Algeria,Pro League,57.050.040,1
Celuloza Zarnesti,Algeria,Pro League,57.050.047,1
ICIM,Algeria,Pro League,57.050.048,1
Soimii IPA,Algeria,Pro League,57.050.050,1
Soimii Sibiu,Algeria,Pro League,57.050.051,1
CFR Sibiu,Algeria,Pro League,57.050.052,1
Locomotiva Sb.,Algeria,Pro League,57.050.054,1
Stiinta Petrosani,Algeria,Pro League,57.050.064,1
Mecanica Orastie,Algeria,Pro League,57.050.065,1
Min. Paroseni,Algeria,Pro League,57.050.067,1
AS Paroseni Vulcan,Algeria,Pro League,57.050.068,1
Min. Vulcan,Algeria,Pro League,57.050.070,1
Antigaz Vulcan,Algeria,Pro League,57.050.071,1
Minerul Stiinta Vulcan,Algeria,Pro League,57.050.072,1
FC Paroseni,Algeria,Pro League,57.050.081,1
Arsenal Resita,Algeria,Pro League,57.050.083,1
Chimia Nasaud,Algeria,Pro League,57.050.098,1
Strungul Arad,Algeria,Pro League,57.050.100,1
West Petrom Arad,Algeria,Pro League,57.050.106,1
Gloria Pandurii,Algeria,Pro League,57.050.111,1
Cimentul Tg. Jiu,Algeria,Pro League,57.050.112,1
Cimentul Victoria,Algeria,Pro League,57.050.114,1
Victoria Tg. Jiu,Algeria,Pro League,57.050.124,1
Tim Giroc,Algeria,Pro League,57.050.126,1
Pan Group,Algeria,Pro League,57.050.129,1
Min. Zlatna,Algeria,Pro League,57.050.142,1
Aris Arad,Algeria,Pro League,57.050.145,1
Inter Arad,Algeria,Pro League,57.050.147,1
Un. Slobozia (EXTINCT),Algeria,Pro League,57.050.150,1
Relonul,Algeria,Pro League,57.050.159,1
Melana,Algeria,Pro League,57.050.160,1
Chimica Tarnaveni,Algeria,Pro League,57.050.164,1
En. Tarnaveni,Algeria,Pro League,57.050.165,1
Recolta Toplita,Algeria,Pro League,57.050.170,1
Muresul Toplita,Algeria,Pro League,57.050.171,1
Min. Balan,Algeria,Pro League,57.050.176,1
Chimia Orasul Victoria,Algeria,Pro League,57.050.177,1
Carpati Marsa,Algeria,Pro League,57.050.182,1
Metalurgistul Cugir,Algeria,Pro League,57.050.185,1
CIL Gherla,Algeria,Pro League,57.050.186,1
Olimpia Gherla (EXT),Algeria,Pro League,57.050.187,1
Minerul Rodna,Algeria,Pro League,57.050.190,1
Unio Satu-Mare,Algeria,Pro League,57.050.191,1
Minerul Ilba-Seini,Algeria,Pro League,57.050.192,1
Recolta Salonta,Algeria,Pro League,57.050.193,1
Budvar,Algeria,Pro League,57.050.194,1
Constr. Craiova,Algeria,Pro League,57.050.197,1
Dierna Orsova,Algeria,Pro League,57.050.199,1
Electromotor Tim.,Algeria,Pro League,57.050.201,1
Olimpia Or.,Algeria,Pro League,57.050.202,1
Independenta Sb.,Algeria,Pro League,57.050.203,1
Topitorul BM,Algeria,Pro League,57.050.205,1
Chimistul BM,Algeria,Pro League,57.050.208,1
Chimia Fagaras,Algeria,Pro League,57.050.212,1
Romradiatoare,Algeria,Pro League,57.050.214,1
Mecanica Fina,Algeria,Pro League,57.050.216,1
Tehnometal,Algeria,Pro League,57.050.217,1
Danubiana,Algeria,Pro League,57.050.218,1
SM Caracal,Algeria,Pro League,57.050.220,1
Muscelul (EXTINCT),Algeria,Pro League,57.050.221,1
Chimia Turnu-Magurele,Algeria,Pro League,57.050.222,1
Energia Slatina,Algeria,Pro League,57.050.223,1
Viitorul Scornicesti,Algeria,Pro League,57.050.224,1
Automatica Alexandria,Algeria,Pro League,57.050.225,1
CSU Brasov,Algeria,Pro League,57.050.226,1
Min. Comanesti,Algeria,Pro League,57.050.230,1
Electrica Fieni,Algeria,Pro League,57.050.231,1
Metalul Mija,Algeria,Pro League,57.050.232,1
Automatica Buc.,Algeria,Pro League,57.050.233,1
Sirena Buc.,Algeria,Pro League,57.050.234,1
Celuloza Calarasi,Algeria,Pro League,57.050.235,1
SN Oltenita,Algeria,Pro League,57.050.236,1
Vointa Buc.,Algeria,Pro League,57.050.237,1
Chimia Bz,Algeria,Pro League,57.050.238,1
FCM Delta (EXTINCT),Algeria,Pro League,57.050.240,1
Sportul 30 Decembrie,Algeria,Pro League,57.050.243,1
Cimentul Medgidia,Algeria,Pro League,57.050.244,1
Metalul Mangalia,Algeria,Pro League,57.050.245,1
IMUM Medgidia,Algeria,Pro League,57.050.246,1
Marina Mangalia,Algeria,Pro League,57.050.247,1
Electrica Constanta,Algeria,Pro League,57.050.248,1
Ancora Gl.,Algeria,Pro League,57.050.249,1
Chimia Braila,Algeria,Pro League,57.050.250,1
Electronica Buc.,Algeria,Pro League,57.050.251,1
Medicina Cluj,Algeria,Pro League,57.050.252,1
Energia Tohan,Algeria,Pro League,57.050.253,1
Vega Deva,Algeria,Pro League,57.050.254,1
Victoria Tecuci,Algeria,Pro League,57.050.255,1
Dinamo Victoria Bucuresti,Algeria,Pro League,57.050.256,1
Aurora Mangalia,Algeria,Pro League,57.050.257,1
Hondor Agigea,Algeria,Pro League,57.050.258,1
Textila Buhusi,Algeria,Pro League,57.050.259,1
Cotidianul Bc.,Algeria,Pro League,57.050.260,1
Partizanul Bc.,Algeria,Pro League,57.050.261,1
Aripile Bc.,Algeria,Pro League,57.050.264,1
Inter Vaslui,Algeria,Pro League,57.050.266,1
Letea,Algeria,Pro League,57.050.267,1
Constructorul Iasi,Algeria,Pro League,57.050.268,1
SUT Galati,Algeria,Pro League,57.050.270,1
SM Vaslui,Algeria,Pro League,57.050.272,1
Apemin Borsec,Algeria,Pro League,57.050.273,1
ASA Explorari C-lung,Algeria,Pro League,57.050.274,1
Siretul,Algeria,Pro League,57.050.275,1
Min. Vatra Dornei,Algeria,Pro League,57.050.276,1
ITA Pascani,Algeria,Pro League,57.050.277,1
Chimia Suceava,Algeria,Pro League,57.050.278,1
Stiinta Bacau (EXTINCT),Algeria,Pro League,57.050.279,1
Victoria Roman,Algeria,Pro League,57.050.280,1
CFR Iasi (EXTINCT),Algeria,Pro League,57.050.281,1
U Resita,Algeria,Pro League,57.050.282,1
Stavilarul,Algeria,Pro League,57.050.301,1
FCS Resita,Algeria,Pro League,57.052.933,1
International II,Algeria,Pro League,57.053.320,1
Fortuna Covaci II,Algeria,Pro League,57.053.335,1
Bioland,Algeria,Pro League,57.053.352,1
Tigar,Algeria,Pro League,57.053.408,1
Un. Izvoarele,Algeria,Pro League,57.053.411,1
SF Radauti,Algeria,Pro League,57.053.540,1
FCM Onesti,Algeria,Pro League,57.053.608,1
Steaua III,Algeria,Pro League,57.053.619,1
Ripensia 2000,Romania,Pro League,57.054.959,1
CSM Slatina,Algeria,Pro League,57.055.056,1
AS Feleacu,Algeria,Pro League,57.057.221,1
Gheraesti,Algeria,Pro League,57.057.249,1
FC Zalau II,Algeria,Pro League,57.057.318,1
SCM Brasov,Algeria,Pro League,57.057.326,1
V. Potlogi,Algeria,Pro League,57.059.746,1
MondoSport Bc.,Algeria,Pro League,57.059.830,1
FC Urleasca,Algeria,Pro League,57.059.832,1
Tisa Sighet,Algeria,Pro League,57.059.849,1
Alparea,Algeria,Pro League,57.061.094,1
Calcio Buc.,Algeria,Pro League,57.061.140,1
Inter Voluntari,Algeria,Pro League,57.061.147,1
Gl. Baneasa,Algeria,Pro League,57.061.157,1
Farul Tuzla,Algeria,Pro League,57.061.160,1
CSO Bragadiru,Algeria,Pro League,57.061.180,1
Avantul Reghin II,Algeria,Pro League,57.061.191,1
ASO Slanic,Algeria,Pro League,57.061.207,1
CN Nicu Gane,Algeria,Pro League,57.061.220,1
Pro Luceafarul,Romania,Pro League,57.061.395,1
Autocatania Caransebes,Algeria,Pro League,57.061.396,1
ASO Buhusi,Algeria,Pro League,57.065.142,1
Consart,Algeria,Pro League,57.065.164,1
Concordia 2009,Algeria,Pro League,57.065.225,1
Viziru,Algeria,Pro League,57.065.243,1
Atl. Fieni,Algeria,Pro League,57.065.313,1
Frontiera Gl.,Algeria,Pro League,57.065.327,1
Met. Toflea,Algeria,Pro League,57.065.329,1
Ol. Balasoieni,Algeria,Pro League,57.065.379,1
Astra Giurgiu,Algeria,Pro League,57.065.393,1
Pestisani,Algeria,Pro League,57.065.435,1
Tin. Tomsani,Algeria,Pro League,57.065.521,1
Gl. Meseseni,Algeria,Pro League,57.065.577,1
Rapid Zimbor,Algeria,Pro League,57.065.579,1
Real Criseni,Algeria,Pro League,57.065.581,1
Selimbar,Algeria,Pro League,57.065.589,1
SF M. Stanescu,Algeria,Pro League,57.065.596,1
Petr. Videle II,Algeria,Pro League,57.065.614,1
Stiinta Ghiroda,Algeria,Pro League,57.065.619,1
Branesti II,Algeria,Pro League,57.066.542,1
Informatica Tim.,Romania,Pro League,57.066.671,1
Hunedoara II,Algeria,Pro League,57.066.700,1
ACSMU Poli Iasi,Algeria,Pro League,57.069.052,1
Laminorul R.,Romania,Pro League,57.069.118,1
Biruinta Bc.,Algeria,Pro League,57.069.131,1
FCM Onesti II,Algeria,Pro League,57.069.379,1
Prahova 2010,Algeria,Pro League,57.069.391,1
ACSMU Poli Iasi 2,Algeria,Pro League,57.071.555,1
